1	43h 14m	1085	BCN	SEA	3750	2	2017-12-01
2	41h 44m	1245	BCN	SEA	3750	2	2017-12-01
3	40h 46m	1585	BCN	SEA	3750	2	2017-12-01
4	13h 40m	1935	SEA	BCN	3500	1	2017-12-01
5	13h 25m	1936	SEA	BCN	3500	1	2017-12-01
6	17h 15m	1951	SEA	BCN	3500	1	2017-12-01
7	24h 59m	1115	BCN	SEA	3750	1	2017-12-02
8	18h 57m	1774	BCN	SEA	7500	1	2017-12-02
9	29h 11m	1880	BCN	SEA	3500	1	2017-12-02
10	14h 30m	1890	SEA	BCN	3500	1	2017-12-02
11	13h 19m	1932	SEA	BCN	3500	1	2017-12-02
12	13h 19m	2016	SEA	BCN	3500	1	2017-12-02
13	36h 4m	1541	BCN	SEA	3500	2	2017-12-03
14	36h 4m	1641	BCN	SEA	3500	1	2017-12-03
15	29h 35m	2115	BCN	SEA	3500	1	2017-12-03
16	37h 40m	1968	SEA	BCN	3500	2	2017-12-03
17	17h 15m	1971	SEA	BCN	3500	1	2017-12-03
18	14h 30m	2101	SEA	BCN	3500	1	2017-12-03
19	19h 00m	1521	BCN	SEA	3500	1	2017-12-04
20	23h 40m	1921	BCN	SEA	3500	1	2017-12-04
21	14h 36m	1921	BCN	SEA	3500	1	2017-12-04
22	13h 19m	2901	SEA	BCN	1500	1	2017-12-04
23	13h 44m	2901	SEA	BCN	1500	1	2017-12-04
24	17h 15m	2601	SEA	BCN	1500	1	2017-12-04
25	29h 11m	2921	BCN	SEA	3500	1	2017-12-05
26	16h 50m	3077	BCN	SEA	3500	1	2017-12-05
27	13h 55m	3100	BCN	SEA	3500	1	2017-12-05
28	24h 20m	930	SEA	BCN	2900	2	2017-12-05
29	17h 15m	1901	SEA	BCN	2900	1	2017-12-05
30	14h 30m	1901	SEA	BCN	2900	1	2017-12-05
31	14h 30m	1901	BCN	SEA	3900	1	2017-12-06
32	27h 15m	1901	BCN	SEA	3900	1	2017-12-06
33	23h 40m	1901	BCN	SEA	3900	1	2017-12-06
34	16h 00m	1331	SEA	BCN	3900	1	2017-12-06
35	13h 44m	1331	SEA	BCN	3900	1	2017-12-06
36	37h 39m	1069	SEA	BCN	2900	2	2017-12-06
37	15h 10m	2114	BCN	SEA	3883	1	2017-12-07
38	15h 10m	3079	BCN	SEA	3886	1	2017-12-07
39	14h 28m	3098	BCN	SEA	3887	1	2017-12-07
40	44h 55m	869	SEA	BCN	3880	2	2017-12-07
41	41h 10m	878	SEA	BCN	3881	2	2017-12-07
